id,ten_dau_viec,nhom,phong_chinh,phong_phoi_hop,bat_dau,ket_thuc,trang_thai,so_lan_nhac,ghi_chu,nguon_van_ban,dinh_ky
241,KHTH báo cáo phân tích + giải pháp + tiến độ chuyển cổng BHXH và thận nhân tạo,chuyen_mon,KHTH,,2026-02-10,2026-02-13,tre_deadline,2,Nhắc lại,Biên bản 10/02/2026,0
242,KHTH + CNTT + Isoft giảm lỗi thao tác HIS xuống 0; giảm lỗi kỹ thuật 50% sau Tết,chuyen_mon,KHTH,CNTT,2026-02-10,2026-02-13,tre_deadline,1,,Biên bản 10/02/2026,0
243,KHTH triển khai diễn tập hàng tuần: báo động đỏ và đa chấn thương,chuyen_mon,KHTH,,2026-02-10,2026-02-13,dang_thuc_hien,3,đang thực hiện,Biên bản 10/02/2026,1
244,KHTH triển khai diễn tập CC hàng loạt: ngưng tim/ngưng thở/ngộ độc/tai nạn lao động,chuyen_mon,KHTH,,2026-02-10,2026-02-13,tre_deadline,3,Nhắc lại lần 3; hằng tuần cho tất cả NVYT,Biên bản 10/02/2026,0
245,TCCB + KHTH + ĐD chia lịch; phối hợp HCQT + ĐTN lập lịch cải tạo vệ sinh khu vực làm việc,quan_ly_khac,TCCB,KHTH|Điều dưỡng|HCQT|Đoàn Thanh niên,2026-02-10,2026-02-13,tre_deadline,1,,Biên bản 10/02/2026,0
246,ĐTN phối hợp HCQT lên lịch chăm sóc vườn thuốc và vườn cây sau Tết,quan_ly_khac,Đoàn Thanh niên,HCQT|Điều dưỡng,2026-02-10,2026-02-13,tre_deadline,1,,Biên bản 10/02/2026,0
247,KHTH + TCCB lên lịch và giám sát BS trực các khoa tập trung tại CC ca tối,quan_ly_khac,KHTH,TCCB,2026-02-10,2026-02-13,dang_thuc_hien,1,,Biên bản 10/02/2026,1
248,Điều dưỡng quản lý giấy chuyển viện,quan_ly_khac,Điều dưỡng,,2026-02-10,2026-10-02,da_hoan_thanh,1,Phối hợp phòng KHTH + Điều dưỡng,Biên bản 10/02/2026,1
249,KHTH + CTXH học tập khám đoàn tại BV Lê Văn Thịnh trước Tết; báo cáo GĐ sau Tết,quan_ly_khac,KHTH,CTXH,2026-02-10,2026-02-13,tre_deadline,2,Nhắc lại từ BB 04/02,Biên bản 10/02/2026,0
250,TCCB rà soát triển khai nhân sự đi từ 3 tháng trở lên (không đi 1 tháng hay tuần),quan_ly_khac,TCCB,,2026-02-10,2026-02-13,tre_deadline,3,Nhắc lại BB 05/05/2026: quyết định thời gian công tác ít nhất 3 tháng đặc biệt cấp trưởng/lãnh đạo,Biên bản 10/02/2026,0
251,TCCB + KHTH + Điều dưỡng rà soát lịch trực Tết; đặc biệt Thận nhân tạo,quan_ly_khac,TCCB,KHTH|Điều dưỡng,2026-02-10,2026-02-13,tre_deadline,1,,Biên bản 10/02/2026,0
252,HCQT đảm bảo ăn uống nhân viên trong Tết không bị gián đoạn,quan_ly_khac,HCQT,,2026-02-10,2026-02-13,da_hoan_thanh,1,,Biên bản 10/02/2026,0
253,Công Đoàn + TCCB + ĐTN + ĐD + CTXH lên kế hoạch thăm sản phụ đã sanh và BN khó khăn,quan_ly_khac,Công Đoàn,TCCB|Đoàn Thanh niên|Điều dưỡng|CTXH,2026-02-10,2026-02-13,tre_deadline,1,,Biên bản 10/02/2026,0
254,TCCB xây dựng kế hoạch đội ngũ quản lý nòng cốt tại CS2,quan_ly_khac,TCCB,,2026-02-10,2026-02-13,tre_deadline,1,,Biên bản 10/02/2026,0
255,TCCB quản lý nhân sự trực và làm việc của CC115 tại BV,quan_ly_khac,TCCB,,2026-02-10,2026-02-13,dang_thuc_hien,1,,Biên bản 10/02/2026,1
256,VTTBYT quản lý trang thiết bị CC115 tại BV,quan_ly_khac,VTTBYT,,2026-02-10,2026-02-13,dang_thuc_hien,1,,Biên bản 10/02/2026,1
257,HCQT giám sát danh sách nhân viên ra vào và xe cấp cứu CC115,quan_ly_khac,HCQT,,2026-02-10,2026-02-13,da_hoan_thanh,1,,Biên bản 10/02/2026,0
258,HCQT + Điều dưỡng bố trí nhân sự nữ khu nghỉ nhân viên; nhân sự nam khu bảo vệ sau cải tạo,quan_ly_khac,HCQT,Điều dưỡng,2026-02-10,2026-02-13,da_hoan_thanh,1,Cổng Phan Trọng Tuệ,Biên bản 10/02/2026,0
259,HCQT + CNTT bố trí khu họp và sạc điện TTB tại CC; lưu ý PCCC,quan_ly_khac,HCQT,CNTT,2026-02-10,2026-02-13,da_hoan_thanh,1,,Biên bản 10/02/2026,0
260,KHTH + HCQT lắp đặt biển chỉ dẫn đường bộ 3 vị trí đến BVTD CS2,hanh_chanh,KHTH,HCQT,2026-02-25,2026-03-03,tre_deadline,1,Phối hợp HCQT liên hệ địa phương : thống nhất vị trí lắp đặt,Biên bản 25/02/2026,0
261,HCQT + KHTH thiết kế và lắp bảng thông tin khổ lớn tại cổng chính (Tiêm chủng + KSK),hanh_chanh,HCQT,KHTH,2026-02-25,2026-03-03,da_hoan_thanh,1,Giới thiệu Từ Dũ Vaccine và dịch vụ khám sức khỏe tổng quát,Biên bản 25/02/2026,0
262,KHTH ký kết MOU với Trạm Y tế xã huyện Cần Giờ về chuyển tuyến và chia sẻ CLS,chuyen_mon,KHTH,,2026-02-25,2026-03-03,dang_thuc_hien,1,Đã làm tờ trình xin chủ trương,Biên bản 25/02/2026,0
263,KHTH khẩn trương đăng ký bổ sung DMKT nội soi TMH và tiêu hóa (trên và dưới) với Sở Y tế,chuyen_mon,KHTH,,2026-02-25,2026-04-15,da_hoan_thanh,2,Nhắc lại; mở rộng thêm nội soi TMH,Biên bản 25/02/2026,0
264,KHTH + Điều dưỡng tổ chức gói khám tầm soát chuyên sâu cho nhóm nguy cơ cao,chuyen_mon,KHTH,Điều dưỡng,2026-02-25,2026-03-03,tre_deadline,1,NCT/PHCN/YHCT/Sản-Phụ khoa,Biên bản 25/02/2026,0
265,Áp dụng mô hình luân chuyển khép kín: PK tổng quát → CK → tổng hợp kết thúc hồ sơ,chuyen_mon,KHTH,CTXH,2026-02-25,2026-03-03,tre_deadline,1,Phối hợp CTXH triển khai truyền thông,Biên bản 25/02/2026,0
266,KHTH + BS Trưởng CC xây dựng phác đồ Tim mạch và Lão khoa; lập kế hoạch CK Lão khoa dài hạn,chuyen_mon,KHTH,K.Cấp cứu,2026-02-25,2026-03-03,tre_deadline,1,,Biên bản 25/02/2026,0
267,KHTH thẩm định chi tiết các ca chuyển viện đặc biệt nhồi máu cơ tim,chuyen_mon,KHTH,,2026-02-25,2026-03-03,tre_deadline,2,Nhắc lại; đánh giá tình trạng nhập viện và can thiệp trước khi chuyển,Biên bản 25/02/2026,0
268,KHTH thiết lập kênh liên lạc trực tiếp với BV Nhân dân 115 và các cơ sở tiếp nhận,chuyen_mon,KHTH,,2026-02-25,2026-03-03,tre_deadline,1,Theo quy chuẩn đang áp dụng tại CS1,Biên bản 25/02/2026,0
269,KHTH + Điều dưỡng ban hành quy chuẩn theo dõi BN từ chuyển viện đến tái khám; bắt buộc Bilan trước chuyển,chuyen_mon,KHTH,Điều dưỡng,2026-02-25,2026-03-03,tre_deadline,2,Nhắc lại; các ca chuyển viện báo cáo trong giao ban sáng hàng ngày,Biên bản 25/02/2026,0
270,KHTH + Dược + Điều dưỡng triển khai tiêm chủng đa khoa Nhi và người lớn; phối hợp BV LVT,chuyen_mon,KHTH,Dược|Điều dưỡng,2026-02-25,2026-03-03,tre_deadline,2,Nhắc lại; phối hợp BV Lê Văn Thịnh điều phối vaccine khi thiếu hụt,Biên bản 25/02/2026,0
271,KHTH + Điều dưỡng + HCQT rà soát layout khu tiêm chủng; HCQT lắp bảng hiệu Từ Dũ Vaccine,chuyen_mon,HCQT,KHTH|Điều dưỡng,2026-02-25,2026-03-03,da_hoan_thanh,1,,Biên bản 25/02/2026,0
272,KHTH lập Đề án điều trị trong ngày và lưu bệnh tại Khoa CC (đảm bảo thanh quyết toán BHYT),chuyen_mon,KHTH,,2026-02-25,2026-03-03,tre_deadline,1,,Biên bản 25/02/2026,0
273,Tổ chức định kỳ hàng tuần diễn tập Code Red/Code Blue ứng phó thảm họa và CC hàng loạt,chuyen_mon,KHTH,,2026-02-25,2026-03-03,dang_thuc_hien,3,Nhắc lại lần 3; ví dụ: tai nạn lao động; sập giàn giáo,Biên bản 25/02/2026,1
274,TCCB lập Kế hoạch sự kiện Tổng kết Quý I BVTD CS2 (chiều T2 09/03/2026),chuyen_mon,TCCB,,2026-02-25,2026-03-09,tre_deadline,1,,Biên bản 25/02/2026,0
275,HCQT chủ trì tổ chức phong trào Tết trồng cây CS2 (kết hợp Tổng kết Q1 09/03/2026),chuyen_mon,HCQT,,2026-02-25,2026-03-09,da_hoan_thanh,1,,Biên bản 25/02/2026,0
276,KHTH chuẩn bị báo cáo tổng kết 3 tháng bằng hình ảnh và số liệu tiêu biểu,chuyen_mon,KHTH,VTTBYT|HCQT|Điều dưỡng|TCKT|TCCB,2026-02-25,2026-03-09,da_hoan_thanh,1,⚠️ Báo cáo từ phòng phối hợp (HCQT) — cần kiểm tra lại với phòng chính (KHTH),Biên bản 25/02/2026,0
277,TCCB bổ sung Điều dưỡng/hộ sinh học việc quản lý hành chính Thận nhân tạo CS2,quan_ly_khac,TCCB,,2026-02-25,2026-02-27,tre_deadline,1,Triển khai T6 27/02/2026,Biên bản 25/02/2026,0
278,TCCB ra quyết định chính thức Khoa Dược quản lý kho CS2,quan_ly_khac,TCCB,,2026-02-25,2026-03-03,tre_deadline,2,Nhắc lại; ra quyết định chính thức,Biên bản 25/02/2026,0
279,TCCB cử nhân sự học tập Nội Soi tại Bệnh viện Lê Văn Thịnh,quan_ly_khac,TCCB,,2026-02-25,2026-03-03,tre_deadline,1,,Biên bản 25/02/2026,0
280,TCCB tuyển dụng 1-2 Bác sĩ Nội và 1 Bác sĩ Thận nhân tạo,quan_ly_khac,TCCB,,2026-02-25,2026-03-11,tre_deadline,1,,Biên bản 25/02/2026,0
281,HCQT bố trí khay cát/sỏi trắng tại khu vực Cấp cứu phục vụ vệ sinh môi trường,hanh_chanh,HCQT,,2026-03-03,2026-03-10,da_hoan_thanh,1,,Biên bản 2026-03-03,0
282,HCQT thiết kế và lắp đặt bảng thông báo tiêm chủng theo tiêu chuẩn chuyên nghiệp tham chiếu mô hình VNVC,hanh_chanh,HCQT,,2026-03-03,2026-03-10,da_hoan_thanh,1,,Biên bản 2026-03-03,0
283,HCQT phối hợp KSNK rà soát toàn diện hệ thống xử lý nước thải; đề xuất phương án vận hành tối ưu và tuân thủ pháp luật,hanh_chanh,HCQT,KSNK,2026-03-03,2026-03-10,da_hoan_thanh,1,,Biên bản 2026-03-03,0
284,KHTH xây dựng hệ thống phác đồ điều trị Lão khoa,chuyen_mon,KHTH,,2026-03-03,2026-03-10,tre_deadline,1,,Biên bản 2026-03-03,0
285,KHTH triển khai đào tạo chuyên khoa Nội cho đội ngũ bác sĩ Gây mê Hồi sức,chuyen_mon,KHTH,GMHS,2026-03-03,2026-03-10,tre_deadline,1,,Biên bản 2026-03-03,0
286,"KHTH + TCCB thiết lập KPI đánh giá bác sĩ: tỷ lệ tầm soát bệnh, hiệu quả chuyển viện, tư vấn tái khám; phối hợp đánh giá với 08 BV đối tác",quan_ly_khac,KHTH,TCCB,2026-03-03,2026-03-10,tre_deadline,1,,Biên bản 2026-03-03,0
287,"KHTH + Cấp cứu triển khai lộ trình tầm soát sức khỏe theo tháng/quý trong Sổ sức khỏe điện tử; ưu tiên Nhi, NCT, nữ trên 50 tuổi",chuyen_mon,KHTH,K.Cấp cứu,2026-03-03,2026-03-10,dang_thuc_hien,1,,Biên bản 2026-03-03,1
288,"KHTH + Điều dưỡng + HCQT nghiên cứu và thí điểm dịch vụ gia tăng (cá nhân hóa, sự riêng tư) tại YHCT và PHCN",quan_ly_khac,KHTH,Điều dưỡng|HCQT,2026-03-03,2026-03-10,tre_deadline,1,,Biên bản 2026-03-03,0
289,"TCCB thành lập đoàn công tác khảo sát mô hình Thận nhân tạo tại BV ĐH Y Dược, BV LVT, BV 115, BV Nguyễn Tri Phương",quan_ly_khac,TCCB,KHTH,2026-03-03,2026-03-10,tre_deadline,1,,Biên bản 2026-03-03,0
290,CTXH + QLCL thực hiện khảo sát báo cáo ý kiến người dân; sản xuất video clip truyền thông làm nổi bật ca lâm sàng khó và tính tối ưu chi phí điều trị tại CS2,quan_ly_khac,CTXH,QLCL,2026-03-03,2026-03-10,tre_deadline,1,,Biên bản 2026-03-03,0
291,"TCCB ban hành Quy định quản lý nhà nghỉ nhân viên phù hợp thực tế CS2 (tiêu chuẩn vệ sinh, sử dụng điện, sinh hoạt)",quan_ly_khac,TCCB,,2026-03-03,2026-03-10,tre_deadline,1,,Biên bản 2026-03-03,0
292,TCCB xây dựng phương án cho nhân viên tham gia bầu cử đảm bảo hoạt động khám chữa bệnh ổn định,quan_ly_khac,TCCB,,2026-03-03,2026-03-10,tre_deadline,1,,Biên bản 2026-03-03,0
293,"Điều dưỡng + KHTH + CTXH phối hợp Hội Phụ nữ địa phương triển khai truyền thông chiến dịch tiêm chủng và khám sức khỏe tại cộng đồng (xã, ấp)",chuyen_mon,Điều dưỡng,KHTH|CTXH,2026-03-03,2026-04-17,da_hoan_thanh,1,,Biên bản 2026-03-03,0
294,HCQT sơn lại các mảng tường bị lỗi tại khoa Cấp cứu,hanh_chanh,HCQT,,2026-03-10,2026-03-17,da_hoan_thanh,1,,Biên bản 2026-03-10,0
295,HCQT cung cấp tủ locker sơn trắng tại khu Cấp cứu cho bệnh nhân để đồ,hanh_chanh,HCQT,,2026-03-10,2026-03-17,da_hoan_thanh,1,,Biên bản 2026-03-10,0
296,HCQT kiểm tra sửa chữa thang rác,hanh_chanh,HCQT,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
297,HCQT bố trí thêm bàn và ghế trước các khoa nội trú cho bệnh nhân và thân nhân ngồi ăn,hanh_chanh,HCQT,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
298,HCQT bố trí thêm 15-20 ghế tiện ích cho người nhà nội trú,hanh_chanh,HCQT,,2026-03-10,2026-05-12,da_hoan_thanh,1,,Biên bản 2026-03-10,0
299,HCQT rà soát hệ thống nước phòng mổ bị rò rỉ tại khu vực vệ sinh,hanh_chanh,HCQT,,2026-03-10,2026-03-17,da_hoan_thanh,1,,Biên bản 2026-03-10,0
300,HCQT + K.XN dán decal hoặc lắp rèm lưới tại cửa sổ phòng xét nghiệm (chắn nắng không cản thông khí),hanh_chanh,HCQT,XN,2026-03-10,2026-03-17,da_hoan_thanh,1,,Biên bản 2026-03-10,0
301,"K.XN thực hiện nghiêm ngặt tiêu chuẩn 5S: tuân thủ quy chuẩn chất lượng XN, vệ sinh gầm bàn/hộc tủ, chuẩn hóa bồn rửa tay (chỉ dán hướng dẫn rửa tay BYT)",chuyen_mon,XN,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
302,K.XN ban hành và niêm yết đầy đủ quy trình thao tác chuẩn tại vị trí làm việc phòng lab,chuyen_mon,XN,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
303,K.XN + VTTBYT + CNTT rà soát và tinh gọn số lượng máy tính và máy in tại phòng lab,quan_ly_khac,XN,VTTBYT|CNTT,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
304,K.XN + VTTBYT đánh giá lại vị trí đặt tủ lạnh bảo quản sinh phẩm; quy hoạch tập trung đồng bộ chủng loại tủ,chuyen_mon,XN,VTTBYT,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
305,"K.XN bố trí lại khu vực ghế ngồi hành chính XN đảm bảo an toàn, không bị cản trở bởi bán kính mở cửa phòng lab",hanh_chanh,XN,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
306,"K.XN rà soát toàn bộ máy móc: dán logo BV Từ Dũ, decal tên máy, chuẩn hóa vị trí dán barcode tài sản ở mặt sau máy",quan_ly_khac,XN,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
307,"KHTH rà soát luồng di chuyển bệnh nhân tại phòng Siêu âm (lối vào, lối ra, phân khu khu vực)",chuyen_mon,KHTH,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
308,KHTH trình kế hoạch đào tạo thường xuyên BS Sản học khám Nội,chuyen_mon,KHTH,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
309,HCQT + Điều dưỡng chuyển đổi tên gọi và hoán đổi vị trí phòng khám Sản với phòng hành chính khoa Sản,hanh_chanh,HCQT,Điều dưỡng,2026-03-10,2026-03-17,da_hoan_thanh,1,,Biên bản 2026-03-10,0
310,Khoa Dược + CNTT + Điều phối triển khai số thứ tự lấy thuốc; điều phối hẹn thời điểm lấy thuốc để giảm ùn ứ nhà thuốc,chuyen_mon,Dược,CNTT,2026-03-10,2026-03-17,da_hoan_thanh,1,,Biên bản 2026-03-10,0
311,"Khoa Dược + KHTH thiết lập chuỗi cung ứng dược phẩm với BV YHCT và BV LVT (thuốc thang, thuốc sắc theo phác đồ cá nhân, quản lý tồn kho đệm)",chuyen_mon,Dược,KHTH,2026-03-10,2026-03-17,da_hoan_thanh,1,,Biên bản 2026-03-10,0
312,TCCB + KHTH thành lập tổ BHYT tại BVTDCS2,quan_ly_khac,TCCB,KHTH,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
313,"TCCB + KHTH thành lập đoàn trao đổi học tập tại BV Lê Văn Thịnh về Bảo hiểm y tế (ít nhất 3 buổi, đến khi không bị xuất toán)",quan_ly_khac,TCCB,KHTH,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
314,KHTH + TCCB rà soát và tinh chỉnh nội quy cấp cứu phù hợp với BVTDCS2,quan_ly_khac,KHTH,TCCB,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
315,"KSNK ban hành quy định cụ thể thu gom rác và thời gian giao nhận tập trung (sáng sau 11g30, chiều sau 16g)",chuyen_mon,KSNK,Điều dưỡng,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
316,CTXH phát triển nội dung truyền thông phát triển khoa Nội và các bệnh nội khoa tại BVTDCS2,quan_ly_khac,CTXH,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
317,KHTH + HCQT trình lại nội quy chuyển viện đúng quy định và dễ hiểu,quan_ly_khac,KHTH,HCQT,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
318,"KHTH rà soát thực tế và báo cáo theo dấu chân người bệnh đối với tiêm ngừa, khám sức khỏe và tầm soát toàn diện",quan_ly_khac,KHTH,,2026-03-10,2026-03-17,tre_deadline,1,,Biên bản 2026-03-10,0
319,TCCB lập lịch trực đêm Ban điều hành CS2 mỗi tuần,quan_ly_khac,TCCB,,2026-03-10,2026-03-17,dang_thuc_hien,1,,Biên bản 2026-03-10,1
320,Báo cáo tuần phân tích chi tiết các nhóm xét nghiệm theo phòng khám và khoa (XN tại CS2 và tại CS1),quan_ly_khac,XN,KHTH,2026-03-16,2026-03-24,dang_thuc_hien,1,,Biên bản 2026-03-16,1
321,"HCQT + VTTBYT rà soát, kiểm đếm, báo cáo danh sách chi tiết thiết bị Inox tại tất cả khu vực bệnh viện",hanh_chanh,HCQT,VTTBYT,2026-03-16,2026-03-24,tre_deadline,1,,Biên bản 2026-03-16,0
322,Điều dưỡng + HCQT điều chỉnh kê nhiều nhất 2 giường trong 1 phòng khoa Sản,hanh_chanh,Điều dưỡng,HCQT,2026-03-16,2026-03-16,da_hoan_thanh,1,,Biên bản 2026-03-16,0
323,HCQT sửa cửa ra vào khoa Sản thành cửa có thể khóa,hanh_chanh,HCQT,,2026-03-16,2026-03-24,tre_deadline,1,,Biên bản 2026-03-16,0
324,Chuyển đổi công năng phòng khám Sản thành phòng hậu sản,hanh_chanh,HCQT,Điều dưỡng,2026-03-16,2026-03-24,da_hoan_thanh,1,,Biên bản 2026-03-16,0
325,Làm bảng mica để bàn Tạm Ngưng tại khu tiếp nhận CC115 khi đi ngoại viện,hanh_chanh,HCQT,,2026-03-16,2026-03-24,da_hoan_thanh,1,,Biên bản 2026-03-16,0
326,HCQT + Điều dưỡng làm lại hệ thống rèm khu hồi sức Cấp cứu để tăng tính riêng tư nam và nữ,hanh_chanh,HCQT,Điều dưỡng,2026-03-16,2026-03-24,dang_thuc_hien,1,⚠️ Báo cáo từ phòng phối hợp (DD) — cần kiểm tra lại với phòng chính (HCQT) | Chờ HCQT mời bên công ty vào đo,Biên bản 2026-03-16,0
327,HCQT + KHTH + Điều dưỡng triển khai phòng lưu tại khu hồi sức Cấp cứu; lưu ý thanh toán BHYT,chuyen_mon,HCQT,KHTH|Điều dưỡng,2026-03-16,2026-03-24,tre_deadline,1,,Biên bản 2026-03-16,0
328,KHTH + Điều dưỡng triển khai 100% khám sức khỏe toàn diện vào 01/04/2026; thông báo giao ban và báo cáo BGĐ mỗi tuần,chuyen_mon,KHTH,Điều dưỡng,2026-03-16,2026-04-01,dang_thuc_hien,1,,Biên bản 2026-03-16,1
329,KHTH + TCKT triển khai giảm đau sản khoa (đẻ không đau) được thanh toán BHYT,chuyen_mon,KHTH,TCKT,2026-03-16,2026-04-14,da_hoan_thanh,1,Bs Ngọc Hải đã duyệt Tờ trình chủ  trương,Biên bản 2026-03-16,0
330,HCQT + VTTBYT triển khai cơ sở vật chất và trang thiết bị phục vụ Nội soi TMH và Nội soi Tiêu hóa trên/dưới,hanh_chanh,HCQT,VTTBYT,2026-03-16,2026-03-24,da_hoan_thanh,1,,Biên bản 2026-03-16,0
331,Các ca chuyển viện: KHTH cho bệnh nhân ký phiếu cam kết đã được tư vấn đầy đủ nhưng vẫn muốn chuyển,chuyen_mon,KHTH,,2026-03-16,2026-05-18,da_hoan_thanh,1,Đã triển khai theo chỉ đạo.,Biên bản 2026-03-16,0
332,"TCCB + ban điều hành trình kế hoạch phát triển dịch vụ trước 01/04/2026 (mục tiêu Q3/2026: 1000 BN/ngày, 5000 KSK/tháng) có cam kết KPI",quan_ly_khac,TCCB,,2026-03-16,2026-04-01,tre_deadline,1,,Biên bản 2026-03-16,0
333,KHTH + TCCB ban hành văn bản bắt buộc BN trên 65 tuổi sau khám Nội phải hội chẩn với YHCT và PHCN; đánh giá KPI và báo cáo giao ban CS1 mỗi ngày,quan_ly_khac,KHTH,TCCB,2026-03-16,2026-03-24,dang_thuc_hien,1,,Biên bản 2026-03-16,1
334,VTTBYT rà soát và đề xuất sử dụng lại các máy phun khí thành máy phun muỗi tại bệnh viện,hanh_chanh,VTTBYT,,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
335,HCQT trang bị bảng lớn ghi công việc triển khai trong tuần của bộ phận điều hành tại khoa Cấp cứu,hanh_chanh,HCQT,,2026-03-24,2026-03-31,da_hoan_thanh,1,,Biên bản 2026-03-24,0
336,HCQT triển khai loại bảng tên phòng khám có thể thay đổi liên tục,hanh_chanh,HCQT,,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
337,HCQT triển khai bảng tên bác sĩ tại phòng khám,hanh_chanh,HCQT,,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
338,HCQT điều chuyển tấm chắn gấp phòng tiêm về kho; rà soát phương án di dời phòng tiêm lên vị trí A.01,hanh_chanh,HCQT,Điều dưỡng,2026-03-24,2026-03-31,da_hoan_thanh,1,,Biên bản 2026-03-24,0
339,HCQT + Điều dưỡng trang trí và bổ sung nội dung tờ rơi truyền thông tiêm ngừa tại phòng tiêm,hanh_chanh,HCQT,Điều dưỡng,2026-03-24,2026-03-31,da_hoan_thanh,1,,Biên bản 2026-03-24,0
340,"HCQT + KHTH + Điều dưỡng cải tạo Khu C tầng trệt cho khoa Nội + Nhi + Ngoại (sơn, sửa thấm dột, tháo vách ngăn, sơn hộp kỹ thuật, xem xét thay cửa đẩy)",hanh_chanh,HCQT,KHTH|Điều dưỡng,2026-03-24,2026-04-07,da_hoan_thanh,1,,Biên bản 2026-03-24,0
341,"KHTH phối hợp BS Khoa Nhi triển khai khám định kỳ, tái khám, cá thể hóa kế hoạch điều trị và tư vấn tiêm ngừa cho trẻ em",chuyen_mon,KHTH,,2026-03-24,2026-03-31,dang_thuc_hien,1,,Biên bản 2026-03-24,1
342,KHTH + CNTT + Điều dưỡng triển khai nhắc hẹn tái khám định kỳ (tháng/quý) qua Zalo và các kênh người dân thường dùng,quan_ly_khac,KHTH,CNTT|Điều dưỡng,2026-03-24,2026-03-31,dang_thuc_hien,1,,Biên bản 2026-03-24,1
343,KHTH triển khai phác đồ điều trị Nội khoa của BV Chợ Rẫy tại phòng khám Nội 3 cho bác sĩ BV Từ Dũ tham khảo,chuyen_mon,KHTH,,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
344,KHTH + YHCT + CTXH rà soát Poster truyền thông YHCT theo hướng dễ hiểu: triệu chứng bệnh đến phương pháp điều trị,quan_ly_khac,KHTH,YHCT|CTXH,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
345,Khoa Sản: Điều dưỡng chuẩn hóa quy trình đặt giấy in và theo dõi sát sao biểu đồ monitor,chuyen_mon,Điều dưỡng,,2026-03-24,2026-03-24,da_hoan_thanh,1,,Biên bản 2026-03-24,0
346,TCCB + VTTBYT trang bị thiết bị da liễu từ khoa THTM CS1 chuyển xuống CS2,hanh_chanh,TCCB,VTTBYT,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
347,"KHTH + TCCB rà soát quy chế bệnh viện, trình cách thức thực hiện khu đại thể đúng quy định pháp luật",quan_ly_khac,KHTH,TCCB,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
348,KHTH + XN báo cáo thực hiện PCR ở CS2 chuyển lên CS1 có được BHYT thanh toán không (báo cáo trong ngày 25/03/2026),quan_ly_khac,KHTH,XN,2026-03-24,2026-03-25,tre_deadline,1,,Biên bản 2026-03-24,0
349,Ban lãnh đạo K.XN trình bày nhu cầu và tính cấp thiết trang bị an toàn sinh học cấp độ 2,quan_ly_khac,XN,,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
350,TCCB gửi công văn danh mục kỹ thuật không được SYT duyệt cho các bệnh viện liên kết liên quan,quan_ly_khac,TCCB,,2026-03-24,2026-03-31,tre_deadline,1,,Biên bản 2026-03-24,0
351,HCQT trang bị màn nhựa/thanh lá ngăn khí lạnh tại Phòng Điện - Phục hồi chức năng,hanh_chanh,HCQT,,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
352,XN + HCQT rà soát bảng decal không dùng; dán giấy trắng che các vị trí không sử dụng tại khu XN,hanh_chanh,XN,HCQT,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
353,HCQT rà soát khu C tầng trệt: không để ổ điện ngoài hành lang; coi lại đường ron trắng; lên KH xây cửa hướng công viên,hanh_chanh,HCQT,,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
354,HCQT trang bị thêm chuông gọi tại khu vực X-quang,hanh_chanh,HCQT,,2026-04-03,2026-04-10,da_hoan_thanh,1,,Biên bản 2026-04-03,0
355,KHTH + TCCB xây dựng KPI đánh giá hiệu suất xét nghiệm (mục tiêu 150 mẫu/ngày),quan_ly_khac,KHTH,TCCB|XN,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
